SKU,Vendor,Order_quantity,Cost_per_unit,Order_date,Expected_delivery,Actual_delivery,Lead_time
SKU-JAC-0027,StitchWorks India,60,1871,8/18/2024,9/29/2024,9/30/2024,43
SKU-PAN-0028,Apex Fashions,56,1317,8/18/2024,10/5/2024,10/6/2024,49
SKU-TSH-0029,KnitCraft Studio,42,701,8/18/2024,10/6/2024,10/8/2024,51
SKU-JAC-0031,WestCo Garments,40,1800,8/18/2024,10/8/2024,10/11/2024,54
SKU-SHO-0033,KnitCraft Studio,59,758,8/18/2024,9/27/2024,9/27/2024,40
SKU-PAN-0034,UrbanWeave Co.,40,1051,8/18/2024,9/23/2024,9/23/2024,36
SKU-CRO-0035,Apex Fashions,43,721,8/18/2024,10/4/2024,10/9/2024,52
SKU-PAN-0047,WestCo Garments,57,959,8/18/2024,10/7/2024,10/10/2024,53
SKU-SHI-0052,StitchWorks India,52,1141,8/18/2024,9/24/2024,9/26/2024,39
SKU-JAC-0053,Apex Fashions,40,1660,8/18/2024,9/16/2024,9/19/2024,32
SKU-PAN-0002,Apex Fashions,226,982,8/25/2024,10/19/2024,10/20/2024,56
SKU-CRO-0007,Apex Fashions,81,818,8/25/2024,10/13/2024,10/15/2024,51
SKU-TSH-0012,UrbanWeave Co.,78,715,8/25/2024,10/18/2024,10/20/2024,56
SKU-SHI-0017,UrbanWeave Co.,40,842,8/25/2024,10/12/2024,10/15/2024,51
SKU-PAN-0021,Apex Fashions,40,1216,8/25/2024,9/28/2024,9/29/2024,35
SKU-SHO-0023,WestCo Garments,43,668,8/25/2024,9/24/2024,9/29/2024,35
SKU-SHI-0024,KnitCraft Studio,40,854,8/25/2024,10/18/2024,10/23/2024,59
SKU-JAC-0025,StitchWorks India,40,1639,8/25/2024,10/6/2024,10/11/2024,47
SKU-TSH-0032,WestCo Garments,40,627,8/25/2024,10/20/2024,10/25/2024,61
SKU-CRO-0048,Apex Fashions,46,736,8/25/2024,10/10/2024,10/11/2024,47
SKU-SHI-0003,KnitCraft Studio,164,1004,9/1/2024,10/5/2024,10/6/2024,35
SKU-PAN-0022,KnitCraft Studio,44,1076,9/1/2024,10/21/2024,10/24/2024,53
SKU-CRO-0037,StitchWorks India,50,657,9/1/2024,10/25/2024,10/25/2024,54
SKU-CRO-0043,WestCo Garments,48,677,9/1/2024,10/16/2024,10/16/2024,45
SKU-JAC-0044,StitchWorks India,44,1860,9/1/2024,10/1/2024,10/6/2024,35
SKU-TSH-0004,StitchWorks India,124,539,9/8/2024,10/25/2024,10/25/2024,47
SKU-SHI-0006,KnitCraft Studio,59,1097,9/8/2024,10/11/2024,10/12/2024,34
SKU-PAN-0008,StitchWorks India,78,1152,9/8/2024,10/31/2024,10/31/2024,53
SKU-PAN-0009,KnitCraft Studio,77,1008,9/8/2024,10/20/2024,10/22/2024,44
SKU-TSH-0010,WestCo Garments,40,782,9/8/2024,10/31/2024,10/31/2024,53
SKU-SHO-0011,WestCo Garments,74,761,9/8/2024,10/8/2024,10/9/2024,31
SKU-PAN-0016,KnitCraft Studio,50,970,9/8/2024,10/25/2024,10/25/2024,47
SKU-PAN-0018,Apex Fashions,42,1176,9/8/2024,10/22/2024,10/25/2024,47
SKU-PAN-0026,WestCo Garments,40,1332,9/8/2024,10/8/2024,10/11/2024,33
SKU-CRO-0030,WestCo Garments,40,621,9/8/2024,10/27/2024,10/27/2024,49
SKU-CRO-0038,WestCo Garments,62,1060,9/8/2024,10/17/2024,10/17/2024,39
SKU-SHO-0039,UrbanWeave Co.,50,809,9/8/2024,10/14/2024,10/16/2024,38
SKU-SHI-0051,StitchWorks India,40,928,9/8/2024,10/28/2024,10/30/2024,52
SKU-SHI-0054,KnitCraft Studio,40,963,9/8/2024,10/10/2024,10/15/2024,37
SKU-SHI-0001,UrbanWeave Co.,386,705,9/15/2024,11/7/2024,11/12/2024,58
SKU-CRO-0005,StitchWorks India,98,846,9/15/2024,10/16/2024,10/16/2024,31
SKU-SHI-0013,UrbanWeave Co.,72,1227,9/15/2024,11/3/2024,11/6/2024,52
SKU-CRO-0014,Apex Fashions,70,756,9/15/2024,10/19/2024,10/24/2024,39
SKU-SHI-0015,Apex Fashions,44,940,9/15/2024,10/13/2024,10/16/2024,31
SKU-CRO-0019,StitchWorks India,40,726,9/15/2024,10/21/2024,10/24/2024,39
SKU-PAN-0020,WestCo Garments,70,1163,9/15/2024,11/1/2024,11/6/2024,52
SKU-JAC-0027,StitchWorks India,40,1871,9/15/2024,10/17/2024,10/17/2024,32
SKU-PAN-0028,Apex Fashions,52,1317,9/15/2024,10/21/2024,10/23/2024,38
SKU-TSH-0029,KnitCraft Studio,56,701,9/15/2024,11/1/2024,11/6/2024,52
SKU-JAC-0031,WestCo Garments,62,1800,9/15/2024,11/2/2024,11/2/2024,48
SKU-SHO-0033,KnitCraft Studio,40,758,9/15/2024,10/16/2024,10/18/2024,33
SKU-PAN-0034,UrbanWeave Co.,40,1051,9/15/2024,10/28/2024,10/28/2024,43
SKU-CRO-0035,Apex Fashions,40,721,9/15/2024,11/7/2024,11/7/2024,53
SKU-PAN-0047,WestCo Garments,56,959,9/15/2024,11/7/2024,11/8/2024,54
SKU-SHI-0052,StitchWorks India,40,1141,9/15/2024,10/14/2024,10/17/2024,32
SKU-JAC-0053,Apex Fashions,40,1660,9/15/2024,11/2/2024,11/3/2024,49
SKU-PAN-0002,Apex Fashions,164,982,9/22/2024,10/29/2024,10/30/2024,38
SKU-CRO-0007,Apex Fashions,90,818,9/22/2024,11/17/2024,11/19/2024,58
SKU-TSH-0012,UrbanWeave Co.,44,715,9/22/2024,10/29/2024,10/29/2024,37
SKU-SHI-0017,UrbanWeave Co.,40,842,9/22/2024,11/10/2024,11/13/2024,52
SKU-PAN-0021,Apex Fashions,56,1216,9/22/2024,11/9/2024,11/14/2024,53
SKU-SHO-0023,WestCo Garments,44,668,9/22/2024,10/29/2024,11/1/2024,40
SKU-SHI-0024,KnitCraft Studio,44,854,9/22/2024,10/23/2024,10/26/2024,34
SKU-JAC-0025,StitchWorks India,60,1639,9/22/2024,11/2/2024,11/7/2024,46
SKU-TSH-0032,WestCo Garments,40,627,9/22/2024,11/14/2024,11/14/2024,53
SKU-CRO-0048,Apex Fashions,40,736,9/22/2024,11/3/2024,11/4/2024,43
SKU-SHI-0003,KnitCraft Studio,115,1004,9/29/2024,11/16/2024,11/17/2024,49
SKU-PAN-0022,KnitCraft Studio,40,1076,9/29/2024,11/18/2024,11/18/2024,50
SKU-CRO-0037,StitchWorks India,63,657,9/29/2024,11/7/2024,11/7/2024,39
SKU-CRO-0043,WestCo Garments,40,677,9/29/2024,10/31/2024,11/5/2024,37
SKU-JAC-0044,StitchWorks India,64,1860,9/29/2024,10/28/2024,10/31/2024,32
SKU-TSH-0004,StitchWorks India,121,539,10/6/2024,11/9/2024,11/11/2024,36
SKU-SHI-0006,KnitCraft Studio,64,1097,10/6/2024,11/25/2024,11/25/2024,50
SKU-PAN-0008,StitchWorks India,67,1152,10/6/2024,12/1/2024,12/1/2024,56
SKU-PAN-0009,KnitCraft Studio,59,1008,10/6/2024,11/12/2024,11/12/2024,37
SKU-TSH-0010,WestCo Garments,59,782,10/6/2024,11/6/2024,11/11/2024,36
SKU-SHO-0011,WestCo Garments,59,761,10/6/2024,11/28/2024,11/30/2024,55
SKU-PAN-0016,KnitCraft Studio,40,970,10/6/2024,11/17/2024,11/20/2024,45
SKU-PAN-0018,Apex Fashions,50,1176,10/6/2024,11/13/2024,11/15/2024,40
SKU-PAN-0026,WestCo Garments,54,1332,10/6/2024,11/8/2024,11/8/2024,33
SKU-CRO-0030,WestCo Garments,40,621,10/6/2024,11/19/2024,11/24/2024,49
SKU-CRO-0038,WestCo Garments,43,1060,10/6/2024,11/19/2024,11/19/2024,44
SKU-SHO-0039,UrbanWeave Co.,66,809,10/6/2024,11/10/2024,11/10/2024,35
SKU-SHI-0051,StitchWorks India,40,928,10/6/2024,11/21/2024,11/21/2024,46
SKU-SHI-0054,KnitCraft Studio,45,963,10/6/2024,11/13/2024,11/13/2024,38
SKU-SHI-0001,UrbanWeave Co.,378,705,10/13/2024,11/28/2024,12/1/2024,49
SKU-CRO-0005,StitchWorks India,74,846,10/13/2024,12/5/2024,12/10/2024,58
SKU-SHI-0013,UrbanWeave Co.,40,1227,10/13/2024,11/28/2024,12/1/2024,49
SKU-CRO-0014,Apex Fashions,82,756,10/13/2024,11/16/2024,11/17/2024,35
SKU-SHI-0015,Apex Fashions,75,940,10/13/2024,11/17/2024,11/17/2024,35
SKU-CRO-0019,StitchWorks India,40,726,10/13/2024,12/8/2024,12/8/2024,56
SKU-PAN-0020,WestCo Garments,43,1163,10/13/2024,11/29/2024,12/1/2024,49
SKU-JAC-0027,StitchWorks India,66,1871,10/13/2024,11/12/2024,11/12/2024,30
SKU-PAN-0028,Apex Fashions,51,1317,10/13/2024,11/27/2024,11/28/2024,46
SKU-TSH-0029,KnitCraft Studio,40,701,10/13/2024,11/23/2024,11/23/2024,41
SKU-JAC-0031,WestCo Garments,40,1800,10/13/2024,11/13/2024,11/13/2024,31
SKU-SHO-0033,KnitCraft Studio,52,758,10/13/2024,11/13/2024,11/16/2024,34
SKU-PAN-0034,UrbanWeave Co.,40,1051,10/13/2024,11/12/2024,11/13/2024,31
SKU-CRO-0035,Apex Fashions,54,721,10/13/2024,11/17/2024,11/18/2024,36
SKU-PAN-0047,WestCo Garments,56,959,10/13/2024,11/13/2024,11/15/2024,33
SKU-SHI-0052,StitchWorks India,46,1141,10/13/2024,11/25/2024,11/25/2024,43
SKU-JAC-0053,Apex Fashions,40,1660,10/13/2024,11/18/2024,11/18/2024,36
SKU-PAN-0002,Apex Fashions,182,982,10/20/2024,12/9/2024,12/12/2024,53
SKU-CRO-0007,Apex Fashions,76,818,10/20/2024,11/22/2024,11/23/2024,34
SKU-TSH-0012,UrbanWeave Co.,40,715,10/20/2024,12/2/2024,12/2/2024,43
SKU-SHI-0017,UrbanWeave Co.,64,842,10/20/2024,11/20/2024,11/25/2024,36
SKU-PAN-0021,Apex Fashions,45,1216,10/20/2024,11/17/2024,11/17/2024,28
SKU-SHO-0023,WestCo Garments,56,668,10/20/2024,12/5/2024,12/5/2024,46
SKU-SHI-0024,KnitCraft Studio,54,854,10/20/2024,11/29/2024,12/1/2024,42
SKU-JAC-0025,StitchWorks India,40,1639,10/20/2024,12/1/2024,12/1/2024,42
SKU-TSH-0032,WestCo Garments,40,627,10/20/2024,11/28/2024,11/28/2024,39
SKU-SHO-0040,WestCo Garments,66,711,10/20/2024,12/2/2024,12/5/2024,46
SKU-CRO-0048,Apex Fashions,40,736,10/20/2024,11/23/2024,11/23/2024,34
SKU-SHI-0003,KnitCraft Studio,143,1004,10/27/2024,12/4/2024,12/5/2024,39
SKU-PAN-0022,KnitCraft Studio,40,1076,10/27/2024,12/19/2024,12/19/2024,53
SKU-SHI-0036,WestCo Garments,52,998,10/27/2024,11/29/2024,12/1/2024,35
SKU-CRO-0037,StitchWorks India,58,657,10/27/2024,12/2/2024,12/2/2024,36
SKU-CRO-0043,WestCo Garments,40,677,10/27/2024,12/6/2024,12/7/2024,41
SKU-JAC-0044,StitchWorks India,40,1860,10/27/2024,11/30/2024,12/1/2024,35
SKU-TSH-0004,StitchWorks India,148,539,11/3/2024,12/7/2024,12/12/2024,39
SKU-SHI-0006,KnitCraft Studio,90,1097,11/3/2024,12/25/2024,12/28/2024,55
SKU-PAN-0008,StitchWorks India,102,1152,11/3/2024,12/29/2024,12/30/2024,57
SKU-PAN-0009,KnitCraft Studio,72,1008,11/3/2024,12/14/2024,12/15/2024,42
SKU-TSH-0010,WestCo Garments,89,782,11/3/2024,12/4/2024,12/9/2024,36
SKU-SHO-0011,WestCo Garments,74,761,11/3/2024,12/25/2024,12/27/2024,54
SKU-PAN-0016,KnitCraft Studio,66,970,11/3/2024,12/21/2024,12/21/2024,48
SKU-PAN-0018,Apex Fashions,80,1176,11/3/2024,12/11/2024,12/11/2024,38
SKU-PAN-0026,WestCo Garments,40,1332,11/3/2024,12/13/2024,12/14/2024,41
SKU-CRO-0030,WestCo Garments,48,621,11/3/2024,12/28/2024,12/31/2024,58
SKU-CRO-0038,WestCo Garments,53,1060,11/3/2024,12/14/2024,12/14/2024,41
SKU-SHO-0039,UrbanWeave Co.,64,809,11/3/2024,12/11/2024,12/11/2024,38
SKU-SHI-0051,StitchWorks India,41,928,11/3/2024,12/7/2024,12/8/2024,35
SKU-SHI-0054,KnitCraft Studio,40,963,11/3/2024,12/8/2024,12/11/2024,38
SKU-SHI-0001,UrbanWeave Co.,546,705,11/10/2024,12/21/2024,12/21/2024,41
SKU-CRO-0005,StitchWorks India,122,846,11/10/2024,12/9/2024,12/9/2024,29
SKU-SHI-0013,UrbanWeave Co.,46,1227,11/10/2024,1/1/2025,1/2/2025,53
SKU-CRO-0014,Apex Fashions,80,756,11/10/2024,12/8/2024,12/9/2024,29
SKU-SHI-0015,Apex Fashions,40,940,11/10/2024,12/21/2024,12/21/2024,41
SKU-CRO-0019,StitchWorks India,40,726,11/10/2024,12/8/2024,12/9/2024,29
SKU-PAN-0020,WestCo Garments,48,1163,11/10/2024,12/23/2024,12/24/2024,44
SKU-JAC-0027,StitchWorks India,74,1871,11/10/2024,1/3/2025,1/8/2025,59
SKU-PAN-0028,Apex Fashions,42,1317,11/10/2024,12/30/2024,1/2/2025,53
SKU-TSH-0029,KnitCraft Studio,45,701,11/10/2024,12/26/2024,12/28/2024,48
SKU-JAC-0031,WestCo Garments,51,1800,11/10/2024,12/14/2024,12/14/2024,34
SKU-SHO-0033,KnitCraft Studio,40,758,11/10/2024,12/20/2024,12/22/2024,42
SKU-PAN-0034,UrbanWeave Co.,59,1051,11/10/2024,12/17/2024,12/17/2024,37
SKU-CRO-0035,Apex Fashions,40,721,11/10/2024,12/12/2024,12/15/2024,35
SKU-CRO-0042,KnitCraft Studio,40,653,11/10/2024,12/25/2024,12/26/2024,46
SKU-PAN-0047,WestCo Garments,50,959,11/10/2024,12/13/2024,12/15/2024,35
SKU-SHI-0052,StitchWorks India,40,1141,11/10/2024,12/26/2024,12/28/2024,48
SKU-JAC-0053,Apex Fashions,40,1660,11/10/2024,12/19/2024,12/24/2024,44
SKU-PAN-0002,Apex Fashions,244,982,11/17/2024,12/22/2024,12/22/2024,35
SKU-CRO-0007,Apex Fashions,74,818,11/17/2024,12/27/2024,12/30/2024,43
SKU-TSH-0012,UrbanWeave Co.,40,715,11/17/2024,1/12/2025,1/14/2025,58
SKU-SHI-0017,UrbanWeave Co.,40,842,11/17/2024,1/6/2025,1/6/2025,50
SKU-PAN-0021,Apex Fashions,52,1216,11/17/2024,1/10/2025,1/11/2025,55
SKU-SHO-0023,WestCo Garments,40,668,11/17/2024,12/25/2024,12/27/2024,40
SKU-SHI-0024,KnitCraft Studio,40,854,11/17/2024,12/22/2024,12/23/2024,36
SKU-JAC-0025,StitchWorks India,40,1639,11/17/2024,1/12/2025,1/13/2025,57
SKU-TSH-0032,WestCo Garments,54,627,11/17/2024,12/15/2024,12/18/2024,31
SKU-SHO-0040,WestCo Garments,42,711,11/17/2024,12/29/2024,12/31/2024,44
SKU-CRO-0048,Apex Fashions,45,736,11/17/2024,12/16/2024,12/16/2024,29
SKU-SHI-0003,KnitCraft Studio,164,1004,11/24/2024,1/12/2025,1/12/2025,49
SKU-PAN-0022,KnitCraft Studio,63,1076,11/24/2024,1/5/2025,1/5/2025,42
SKU-CRO-0037,StitchWorks India,60,657,11/24/2024,12/26/2024,12/26/2024,32
SKU-CRO-0043,WestCo Garments,40,677,11/24/2024,12/30/2024,12/30/2024,36
SKU-JAC-0044,StitchWorks India,58,1860,11/24/2024,12/23/2024,12/23/2024,29
SKU-TSH-0004,StitchWorks India,108,539,12/1/2024,1/19/2025,1/21/2025,51
SKU-SHI-0006,KnitCraft Studio,60,1097,12/1/2024,1/3/2025,1/4/2025,34
SKU-PAN-0008,StitchWorks India,90,1152,12/1/2024,1/18/2025,1/23/2025,53
SKU-PAN-0009,KnitCraft Studio,48,1008,12/1/2024,1/10/2025,1/10/2025,40
SKU-TSH-0010,WestCo Garments,44,782,12/1/2024,1/23/2025,1/25/2025,55
SKU-SHO-0011,WestCo Garments,50,761,12/1/2024,1/26/2025,1/28/2025,58
SKU-PAN-0016,KnitCraft Studio,40,970,12/1/2024,1/19/2025,1/20/2025,50
SKU-PAN-0018,Apex Fashions,52,1176,12/1/2024,1/24/2025,1/29/2025,59
SKU-PAN-0026,WestCo Garments,40,1332,12/1/2024,1/24/2025,1/26/2025,56
SKU-CRO-0030,WestCo Garments,44,621,12/1/2024,1/17/2025,1/17/2025,47
SKU-CRO-0038,WestCo Garments,45,1060,12/1/2024,1/11/2025,1/11/2025,41
SKU-SHO-0039,UrbanWeave Co.,40,809,12/1/2024,1/26/2025,1/26/2025,56
SKU-SHI-0051,StitchWorks India,64,928,12/1/2024,12/29/2024,1/3/2025,33
SKU-SHI-0054,KnitCraft Studio,48,963,12/1/2024,1/12/2025,1/14/2025,44
SKU-SHI-0001,UrbanWeave Co.,380,705,12/8/2024,1/13/2025,1/16/2025,39
SKU-CRO-0005,StitchWorks India,75,846,12/8/2024,1/16/2025,1/16/2025,39
SKU-SHI-0013,UrbanWeave Co.,40,1227,12/8/2024,1/24/2025,1/25/2025,48
SKU-CRO-0014,Apex Fashions,64,756,12/8/2024,1/29/2025,1/29/2025,52
SKU-SHI-0015,Apex Fashions,42,940,12/8/2024,1/20/2025,1/25/2025,48
SKU-CRO-0019,StitchWorks India,54,726,12/8/2024,1/28/2025,2/2/2025,56
SKU-PAN-0020,WestCo Garments,40,1163,12/8/2024,1/6/2025,1/8/2025,31
SKU-JAC-0027,StitchWorks India,40,1871,12/8/2024,1/14/2025,1/17/2025,40
SKU-PAN-0028,Apex Fashions,40,1317,12/8/2024,1/30/2025,2/1/2025,55
SKU-TSH-0029,KnitCraft Studio,63,701,12/8/2024,1/9/2025,1/12/2025,35
SKU-JAC-0031,WestCo Garments,68,1800,12/8/2024,1/16/2025,1/16/2025,39
SKU-SHO-0033,KnitCraft Studio,40,758,12/8/2024,2/2/2025,2/5/2025,59
SKU-PAN-0034,UrbanWeave Co.,70,1051,12/8/2024,1/7/2025,1/12/2025,35
SKU-CRO-0035,Apex Fashions,52,721,12/8/2024,1/7/2025,1/9/2025,32
SKU-SHI-0036,WestCo Garments,45,998,12/8/2024,2/1/2025,2/4/2025,58
SKU-CRO-0042,KnitCraft Studio,40,653,12/8/2024,1/19/2025,1/19/2025,42
SKU-PAN-0047,WestCo Garments,40,959,12/8/2024,1/31/2025,2/2/2025,56
SKU-SHI-0052,StitchWorks India,42,1141,12/8/2024,1/11/2025,1/16/2025,39
SKU-JAC-0053,Apex Fashions,40,1660,12/8/2024,1/9/2025,1/12/2025,35
SKU-PAN-0002,Apex Fashions,185,982,12/15/2024,2/5/2025,2/6/2025,53
SKU-CRO-0007,Apex Fashions,90,818,12/15/2024,2/6/2025,2/6/2025,53
SKU-TSH-0012,UrbanWeave Co.,64,715,12/15/2024,1/25/2025,1/25/2025,41
SKU-SHI-0017,UrbanWeave Co.,46,842,12/15/2024,2/7/2025,2/10/2025,57
SKU-PAN-0021,Apex Fashions,52,1216,12/15/2024,2/8/2025,2/8/2025,55
SKU-SHO-0023,WestCo Garments,40,668,12/15/2024,1/14/2025,1/17/2025,33
SKU-SHI-0024,KnitCraft Studio,40,854,12/15/2024,1/21/2025,1/23/2025,39
SKU-JAC-0025,StitchWorks India,62,1639,12/15/2024,1/21/2025,1/22/2025,38
SKU-TSH-0032,WestCo Garments,40,627,12/15/2024,2/4/2025,2/6/2025,53
SKU-SHO-0040,WestCo Garments,40,711,12/15/2024,2/2/2025,2/4/2025,51
SKU-CRO-0048,Apex Fashions,40,736,12/15/2024,2/7/2025,2/12/2025,59
SKU-SHI-0003,KnitCraft Studio,160,1004,12/22/2024,2/14/2025,2/17/2025,57
SKU-PAN-0022,KnitCraft Studio,40,1076,12/22/2024,2/10/2025,2/11/2025,51
SKU-CRO-0037,StitchWorks India,44,657,12/22/2024,1/22/2025,1/22/2025,31
SKU-CRO-0043,WestCo Garments,40,677,12/22/2024,1/31/2025,2/1/2025,41
SKU-JAC-0044,StitchWorks India,43,1860,12/22/2024,1/21/2025,1/21/2025,30
SKU-TSH-0004,StitchWorks India,138,539,12/29/2024,2/2/2025,2/2/2025,35
SKU-SHI-0006,KnitCraft Studio,92,1097,12/29/2024,2/8/2025,2/11/2025,44
SKU-PAN-0008,StitchWorks India,87,1152,12/29/2024,2/5/2025,2/5/2025,38
SKU-PAN-0009,KnitCraft Studio,56,1008,12/29/2024,2/20/2025,2/22/2025,55
SKU-TSH-0010,WestCo Garments,76,782,12/29/2024,1/29/2025,2/1/2025,34
SKU-SHO-0011,WestCo Garments,62,761,12/29/2024,2/4/2025,2/6/2025,39
SKU-PAN-0016,KnitCraft Studio,65,970,12/29/2024,2/10/2025,2/12/2025,45
SKU-PAN-0018,Apex Fashions,55,1176,12/29/2024,2/17/2025,2/17/2025,50
SKU-PAN-0026,WestCo Garments,40,1332,12/29/2024,2/5/2025,2/10/2025,43
SKU-CRO-0030,WestCo Garments,40,621,12/29/2024,2/17/2025,2/17/2025,50
SKU-CRO-0038,WestCo Garments,62,1060,12/29/2024,2/8/2025,2/8/2025,41
SKU-SHO-0039,UrbanWeave Co.,58,809,12/29/2024,2/20/2025,2/22/2025,55
SKU-SHI-0051,StitchWorks India,48,928,12/29/2024,2/3/2025,2/3/2025,36
SKU-SHI-0054,KnitCraft Studio,40,963,12/29/2024,2/10/2025,2/12/2025,45
SKU-SHI-0001,UrbanWeave Co.,428,705,1/5/2025,2/13/2025,2/15/2025,41
SKU-CRO-0005,StitchWorks India,112,846,1/5/2025,2/10/2025,2/11/2025,37
SKU-SHI-0013,UrbanWeave Co.,44,1227,1/5/2025,2/26/2025,2/26/2025,52
SKU-CRO-0014,Apex Fashions,68,756,1/5/2025,2/8/2025,2/11/2025,37
SKU-SHI-0015,Apex Fashions,74,940,1/5/2025,2/2/2025,2/7/2025,33
SKU-CRO-0019,StitchWorks India,45,726,1/5/2025,2/28/2025,3/3/2025,57
SKU-PAN-0020,WestCo Garments,56,1163,1/5/2025,2/24/2025,2/27/2025,53
SKU-JAC-0027,StitchWorks India,66,1871,1/5/2025,3/1/2025,3/1/2025,55
SKU-PAN-0028,Apex Fashions,70,1317,1/5/2025,2/28/2025,2/28/2025,54
SKU-TSH-0029,KnitCraft Studio,46,701,1/5/2025,2/19/2025,2/22/2025,48
SKU-JAC-0031,WestCo Garments,40,1800,1/5/2025,2/5/2025,2/10/2025,36
SKU-SHO-0033,KnitCraft Studio,47,758,1/5/2025,2/22/2025,2/23/2025,49
SKU-PAN-0034,UrbanWeave Co.,40,1051,1/5/2025,2/9/2025,2/9/2025,35
SKU-CRO-0035,Apex Fashions,40,721,1/5/2025,2/28/2025,3/5/2025,59
SKU-SHI-0036,WestCo Garments,68,998,1/5/2025,2/10/2025,2/12/2025,38
SKU-CRO-0042,KnitCraft Studio,40,653,1/5/2025,2/15/2025,2/16/2025,42
SKU-JAC-0046,StitchWorks India,40,1896,1/5/2025,2/12/2025,2/12/2025,38
SKU-PAN-0047,WestCo Garments,62,959,1/5/2025,2/22/2025,2/23/2025,49
SKU-SHI-0052,StitchWorks India,40,1141,1/5/2025,2/27/2025,3/2/2025,56
SKU-JAC-0053,Apex Fashions,40,1660,1/5/2025,2/21/2025,2/24/2025,50
SKU-PAN-0002,Apex Fashions,240,982,1/12/2025,2/9/2025,2/9/2025,28
SKU-CRO-0007,Apex Fashions,70,818,1/12/2025,3/3/2025,3/5/2025,52
SKU-TSH-0012,UrbanWeave Co.,58,715,1/12/2025,2/16/2025,2/18/2025,37
SKU-SHI-0017,UrbanWeave Co.,60,842,1/12/2025,2/14/2025,2/15/2025,34
SKU-PAN-0021,Apex Fashions,40,1216,1/12/2025,2/24/2025,2/24/2025,43
SKU-SHO-0023,WestCo Garments,69,668,1/12/2025,2/27/2025,2/28/2025,47
SKU-SHI-0024,KnitCraft Studio,40,854,1/12/2025,3/6/2025,3/7/2025,54
SKU-JAC-0025,StitchWorks India,49,1639,1/12/2025,3/4/2025,3/4/2025,51
SKU-TSH-0032,WestCo Garments,40,627,1/12/2025,2/19/2025,2/19/2025,38
SKU-SHO-0040,WestCo Garments,40,711,1/12/2025,2/27/2025,3/4/2025,51
SKU-SHI-0045,UrbanWeave Co.,59,896,1/12/2025,2/11/2025,2/12/2025,31
SKU-CRO-0048,Apex Fashions,44,736,1/12/2025,2/9/2025,2/12/2025,31
SKU-SHI-0003,KnitCraft Studio,150,1004,1/19/2025,3/11/2025,3/16/2025,56
SKU-PAN-0022,KnitCraft Studio,52,1076,1/19/2025,3/13/2025,3/16/2025,56
SKU-CRO-0043,WestCo Garments,44,677,1/19/2025,3/12/2025,3/13/2025,53
SKU-JAC-0044,StitchWorks India,57,1860,1/19/2025,3/6/2025,3/9/2025,49
SKU-TSH-0004,StitchWorks India,82,539,1/26/2025,2/23/2025,2/26/2025,31
SKU-SHI-0006,KnitCraft Studio,94,1097,1/26/2025,3/19/2025,3/19/2025,52
SKU-PAN-0008,StitchWorks India,101,1152,1/26/2025,3/18/2025,3/18/2025,51
SKU-PAN-0009,KnitCraft Studio,78,1008,1/26/2025,3/15/2025,3/17/2025,50
SKU-TSH-0010,WestCo Garments,69,782,1/26/2025,3/5/2025,3/8/2025,41
SKU-SHO-0011,WestCo Garments,64,761,1/26/2025,3/12/2025,3/14/2025,47
SKU-PAN-0016,KnitCraft Studio,40,970,1/26/2025,3/22/2025,3/23/2025,56
SKU-PAN-0018,Apex Fashions,52,1176,1/26/2025,3/13/2025,3/13/2025,46
SKU-PAN-0026,WestCo Garments,44,1332,1/26/2025,3/17/2025,3/17/2025,50
SKU-CRO-0030,WestCo Garments,46,621,1/26/2025,3/18/2025,3/18/2025,51
SKU-CRO-0037,StitchWorks India,48,657,1/26/2025,3/5/2025,3/5/2025,38
SKU-CRO-0038,WestCo Garments,40,1060,1/26/2025,3/6/2025,3/6/2025,39
SKU-SHO-0039,UrbanWeave Co.,48,809,1/26/2025,2/27/2025,2/27/2025,32
SKU-SHI-0051,StitchWorks India,40,928,1/26/2025,3/9/2025,3/10/2025,43
SKU-SHI-0054,KnitCraft Studio,40,963,1/26/2025,2/26/2025,3/3/2025,36
SKU-SHI-0001,UrbanWeave Co.,402,705,2/2/2025,3/28/2025,3/29/2025,55
SKU-CRO-0005,StitchWorks India,62,846,2/2/2025,3/5/2025,3/10/2025,36
SKU-SHI-0013,UrbanWeave Co.,40,1227,2/2/2025,3/6/2025,3/6/2025,32
SKU-CRO-0014,Apex Fashions,42,756,2/2/2025,3/7/2025,3/7/2025,33
SKU-SHI-0015,Apex Fashions,72,940,2/2/2025,3/21/2025,3/23/2025,49
SKU-CRO-0019,StitchWorks India,50,726,2/2/2025,3/6/2025,3/9/2025,35
SKU-PAN-0020,WestCo Garments,62,1163,2/2/2025,3/23/2025,3/26/2025,52
SKU-JAC-0027,StitchWorks India,40,1871,2/2/2025,3/13/2025,3/15/2025,41
SKU-PAN-0028,Apex Fashions,40,1317,2/2/2025,3/7/2025,3/12/2025,38
SKU-TSH-0029,KnitCraft Studio,40,701,2/2/2025,3/21/2025,3/23/2025,49
SKU-JAC-0031,WestCo Garments,59,1800,2/2/2025,3/13/2025,3/18/2025,44
SKU-SHO-0033,KnitCraft Studio,44,758,2/2/2025,3/6/2025,3/8/2025,34
SKU-PAN-0034,UrbanWeave Co.,57,1051,2/2/2025,3/17/2025,3/20/2025,46
SKU-CRO-0035,Apex Fashions,40,721,2/2/2025,3/19/2025,3/21/2025,47
