Order ID,Customer_ID,Order_date,Product,Order_value_gross,Order value_net,Discount_applied ,Payment_mode,Shipping_city,Pincode,First order_vs_repeat,Channel source_last_touch,Delivered_Returned_RTO
ORD-20251022-028256,CUST-0018433,10/22/2025,Single item,3989,3023,24.20%,Card,Bengaluru,124034,Repeat,Meta,Delivered
ORD-20251022-028257,CUST-0007718,10/22/2025,2-item cart,3206,2713,15.40%,UPI,Kochi,594596,Repeat,Instagram DM,RTO
ORD-20251023-028258,CUST-0026719,10/23/2025,2-item cart,3277,2949,10.00%,Card,Hyderabad,701286,First,Meta,Delivered
ORD-20251023-028259,CUST-0015821,10/23/2025,Mixed Cart,3594,2941,18.20%,COD,Lucknow,115009,Repeat,Google,Delivered
ORD-20251023-028260,CUST-0000042,10/23/2025,Single item,3248,2669,17.80%,UPI,Bengaluru,719547,Repeat,Organic Instagram,Delivered
ORD-20251023-028261,CUST-0023062,10/23/2025,2-item cart,3187,2869,10.00%,Card,Nagpur,681071,Repeat,Google,RTO
ORD-20251023-028262,CUST-0008506,10/23/2025,Mixed Cart,3847,2850,25.90%,UPI,Pune,392940,Repeat,Google,Returned
ORD-20251023-028263,CUST-0018582,10/23/2025,2-item cart,3689,2874,22.10%,Card,Mysuru,396086,Repeat,Meta,Delivered
ORD-20251023-028264,CUST-0005173,10/23/2025,Mixed Cart,4015,3200,20.30%,Card,Gurgaon,393574,Repeat,Influencer,Delivered
ORD-20251023-028265,CUST-0019861,10/23/2025,2-item cart,4359,3579,17.90%,UPI,Delhi,458699,First,Instagram DM,Delivered
ORD-20251023-028266,CUST-0020703,10/23/2025,2-item cart,3922,3164,19.30%,UPI,Nagpur,205857,First,Offline (Friends/Family),Returned
ORD-20251023-028267,CUST-0011159,10/23/2025,2-item cart,4483,3494,22.10%,UPI,Jaipur,520495,Repeat,Meta,RTO
ORD-20251023-028268,CUST-0021119,10/23/2025,2-item cart,4510,3487,22.70%,UPI,Gurgaon,803030,First,Instagram DM,Delivered
ORD-20251023-028269,CUST-0002204,10/23/2025,Mixed Cart,3410,2805,17.70%,Card,Ahmedabad,712578,Repeat,Google,Delivered
ORD-20251023-028270,CUST-0008022,10/23/2025,Single item,3500,3004,14.20%,Card,Nagpur,454139,First,Organic Instagram,Delivered
ORD-20251023-028271,CUST-0016841,10/23/2025,Mixed Cart,2643,2357,10.80%,NetBanking,Kolkata,754743,First,Google,Returned
ORD-20251023-028272,CUST-0015259,10/23/2025,Single item,4259,3600,15.50%,Card,Mumbai,378274,First,Google,Delivered
ORD-20251023-028273,CUST-0023036,10/23/2025,2-item cart,3975,3122,21.50%,Card,Mumbai,294970,Repeat,Instagram DM,Returned
ORD-20251023-028274,CUST-0008181,10/23/2025,Mixed Cart,5095,3891,23.60%,NetBanking,Delhi,238683,Repeat,Meta,Delivered
ORD-20251023-028275,CUST-0000909,10/23/2025,2-item cart,4362,3053,30.00%,COD,Bhopal,201121,First,Influencer,Delivered
ORD-20251023-028276,CUST-0026554,10/23/2025,Single item,4142,3015,27.20%,Card,Bengaluru,199737,First,Meta,Delivered
ORD-20251023-028277,CUST-0006478,10/23/2025,Mixed Cart,3633,3270,10.00%,Card,Mumbai,791152,Repeat,Offline (Friends/Family),Delivered
ORD-20251023-028278,CUST-0003806,10/23/2025,Mixed Cart,5603,4106,26.70%,UPI,Bengaluru,250331,Repeat,Meta,Delivered
ORD-20251023-028279,CUST-0026543,10/23/2025,Single item,5051,4026,20.30%,NetBanking,Mumbai,525253,Repeat,Meta,Delivered
ORD-20251023-028280,CUST-0019723,10/23/2025,Single item,3693,3058,17.20%,UPI,Rajkot,406109,Repeat,Email/SMS,Returned
ORD-20251023-028281,CUST-0024847,10/23/2025,Single item,3143,2774,11.70%,Wallet,Bengaluru,221685,Repeat,Organic Instagram,Returned
ORD-20251023-028282,CUST-0001507,10/23/2025,Mixed Cart,4315,3661,15.20%,UPI,Bengaluru,624253,Repeat,Google,Returned
ORD-20251024-028283,CUST-0019175,10/24/2025,Mixed Cart,3391,2928,13.70%,COD,Delhi,750467,Repeat,Email/SMS,Delivered
ORD-20251024-028284,CUST-0006622,10/24/2025,2-item cart,3690,2665,27.80%,UPI,Rajkot,290268,Repeat,Meta,Delivered
ORD-20251024-028285,CUST-0026217,10/24/2025,Single item,3760,3172,15.60%,Card,Mumbai,753559,Repeat,Organic Instagram,Delivered
ORD-20251024-028286,CUST-0003648,10/24/2025,Single item,3383,2841,16.00%,UPI,Bengaluru,485216,First,Influencer,Delivered
ORD-20251024-028287,CUST-0002092,10/24/2025,2-item cart,4002,3440,14.00%,COD,Delhi,807015,Repeat,Google,Delivered
ORD-20251024-028288,CUST-0005208,10/24/2025,Single item,4067,3231,20.60%,UPI,Visakhapatnam,245625,First,Meta,Delivered
ORD-20251024-028289,CUST-0026343,10/24/2025,Single item,3838,3361,12.40%,UPI,Kolkata,719453,First,Meta,Returned
ORD-20251024-028290,CUST-0000556,10/24/2025,Single item,4207,3426,18.60%,Card,Kanpur,123309,Repeat,Google,Returned
ORD-20251024-028291,CUST-0016231,10/24/2025,2-item cart,4708,3563,24.30%,Card,Noida,486675,First,Influencer,Delivered
ORD-20251024-028292,CUST-0011810,10/24/2025,2-item cart,4469,3953,11.50%,Card,Kochi,802073,First,Organic Instagram,RTO
ORD-20251024-028293,CUST-0024852,10/24/2025,2-item cart,3361,2521,25.00%,Card,Hyderabad,499868,First,Offline (Friends/Family),Returned
ORD-20251024-028294,CUST-0003138,10/24/2025,2-item cart,3962,2980,24.80%,UPI,Bengaluru,637016,First,Influencer,Delivered
ORD-20251024-028295,CUST-0003910,10/24/2025,2-item cart,3772,3194,15.30%,UPI,Hyderabad,690450,Repeat,Meta,Delivered
ORD-20251024-028296,CUST-0012453,10/24/2025,Mixed Cart,3684,3316,10.00%,Card,Kanpur,113897,Repeat,Influencer,Returned
ORD-20251024-028297,CUST-0020620,10/24/2025,Mixed Cart,4427,3640,17.80%,Card,Gurgaon,631584,Repeat,Meta,Delivered
ORD-20251024-028298,CUST-0024782,10/24/2025,Mixed Cart,3095,2541,17.90%,Card,Nagpur,368232,Repeat,Offline (Friends/Family),Delivered
ORD-20251024-028299,CUST-0008961,10/24/2025,2-item cart,4009,3246,19.00%,NetBanking,Visakhapatnam,792709,Repeat,Meta,Delivered
ORD-20251024-028300,CUST-0005486,10/24/2025,2-item cart,4158,3222,22.50%,COD,Vadodara,161623,Repeat,Meta,Returned
ORD-20251024-028301,CUST-0011235,10/24/2025,Mixed Cart,4303,3366,21.80%,NetBanking,Patna,648921,First,Meta,RTO
ORD-20251024-028302,CUST-0008498,10/24/2025,Mixed Cart,5594,3916,30.00%,UPI,Chandigarh,552284,First,Influencer,Delivered
ORD-20251024-028303,CUST-0020825,10/24/2025,2-item cart,4822,4087,15.20%,COD,Mumbai,470383,Repeat,Influencer,Delivered
ORD-20251024-028304,CUST-0008130,10/24/2025,2-item cart,3976,2975,25.20%,Card,Jaipur,533514,First,Offline (Friends/Family),Delivered
ORD-20251024-028305,CUST-0011601,10/24/2025,Mixed Cart,4151,2950,28.90%,UPI,Nashik,117604,Repeat,Meta,Returned
ORD-20251024-028306,CUST-0020954,10/24/2025,2-item cart,3838,3097,19.30%,UPI,Mumbai,387616,Repeat,Meta,Delivered
ORD-20251024-028307,CUST-0014459,10/24/2025,Mixed Cart,4259,3346,21.40%,COD,Hyderabad,812054,First,Influencer,Delivered
ORD-20251024-028308,CUST-0012690,10/24/2025,2-item cart,2608,2347,10.00%,COD,Ahmedabad,172751,Repeat,Meta,RTO
ORD-20251024-028309,CUST-0010589,10/24/2025,2-item cart,4186,3362,19.70%,Wallet,Mumbai,739432,Repeat,Meta,Delivered
ORD-20251024-028310,CUST-0017169,10/24/2025,2-item cart,3625,2960,18.40%,Card,Coimbatore,175850,First,Meta,Delivered
ORD-20251024-028311,CUST-0009017,10/24/2025,Mixed Cart,3855,3054,20.80%,UPI,Noida,229314,Repeat,Meta,Delivered
ORD-20251024-028312,CUST-0001248,10/24/2025,Single item,3879,2763,28.80%,UPI,Delhi,143242,First,Influencer,RTO
ORD-20251024-028313,CUST-0018640,10/24/2025,Mixed Cart,4944,3861,21.90%,UPI,Pune,233810,Repeat,Google,Delivered
ORD-20251024-028314,CUST-0024040,10/24/2025,Single item,5327,3792,28.80%,NetBanking,Kolkata,476269,First,Meta,Returned
ORD-20251024-028315,CUST-0003774,10/24/2025,2-item cart,3616,3233,10.60%,Card,Mysuru,654536,Repeat,Meta,Returned
ORD-20251024-028316,CUST-0016161,10/24/2025,2-item cart,3770,2855,24.30%,NetBanking,Mumbai,225085,First,Organic Instagram,Returned
ORD-20251024-028317,CUST-0019451,10/24/2025,Mixed Cart,5397,3959,26.60%,COD,Pune,194369,Repeat,Meta,Delivered
ORD-20251025-028318,CUST-0002981,10/25/2025,2-item cart,4789,4193,12.40%,UPI,Delhi,438068,Repeat,Google,Delivered
ORD-20251025-028319,CUST-0019866,10/25/2025,Mixed Cart,4036,3326,17.60%,Card,Chennai,516569,Repeat,Instagram DM,Delivered
ORD-20251025-028320,CUST-0009409,10/25/2025,Single item,4115,3189,22.50%,Card,Lucknow,143394,Repeat,Meta,Delivered
ORD-20251025-028321,CUST-0011201,10/25/2025,Single item,3701,2992,19.20%,COD,Hyderabad,548790,Repeat,Email/SMS,Delivered
ORD-20251025-028322,CUST-0024648,10/25/2025,2-item cart,3730,2959,20.70%,COD,Kolkata,161562,First,Organic Instagram,Delivered
ORD-20251025-028323,CUST-0024918,10/25/2025,2-item cart,3725,3160,15.20%,COD,Lucknow,532661,Repeat,Meta,Returned
ORD-20251025-028324,CUST-0008514,10/25/2025,Single item,4700,3372,28.30%,Wallet,Pune,786545,First,Influencer,Delivered
ORD-20251025-028325,CUST-0014571,10/25/2025,Mixed Cart,3747,3059,18.40%,UPI,Jaipur,119755,First,Meta,Delivered
ORD-20251025-028326,CUST-0017954,10/25/2025,2-item cart,3300,2970,10.00%,COD,Bhopal,426423,First,Meta,Delivered
ORD-20251025-028327,CUST-0015917,10/25/2025,2-item cart,4007,3412,14.80%,Card,Bengaluru,647339,Repeat,Meta,Delivered
ORD-20251025-028328,CUST-0010698,10/25/2025,Mixed Cart,3675,3151,14.30%,UPI,Hyderabad,636483,Repeat,Google,Delivered
ORD-20251025-028329,CUST-0010707,10/25/2025,Mixed Cart,4821,3929,18.50%,UPI,Hyderabad,436790,Repeat,Offline (Friends/Family),Delivered
ORD-20251025-028330,CUST-0007661,10/25/2025,2-item cart,3005,2410,19.80%,COD,Coimbatore,469681,Repeat,Meta,RTO
ORD-20251025-028331,CUST-0005616,10/25/2025,Mixed Cart,3656,2973,18.70%,Wallet,Patna,650127,Repeat,Meta,Delivered
ORD-20251025-028332,CUST-0007811,10/25/2025,Single item,3874,3205,17.30%,Card,Bhubaneswar,111309,First,Meta,Delivered
ORD-20251025-028333,CUST-0006554,10/25/2025,Mixed Cart,3695,3078,16.70%,Card,Indore,763243,First,Email/SMS,RTO
ORD-20251025-028334,CUST-0023055,10/25/2025,Single item,3680,3285,10.70%,COD,Delhi,576311,Repeat,Influencer,Delivered
ORD-20251025-028335,CUST-0011068,10/25/2025,Mixed Cart,3781,3231,14.60%,COD,Surat,335721,Repeat,Organic Instagram,Delivered
ORD-20251025-028336,CUST-0005816,10/25/2025,Single item,4563,3439,24.60%,Card,Indore,822702,Repeat,Google,Delivered
ORD-20251025-028337,CUST-0000309,10/25/2025,Mixed Cart,5027,3936,21.70%,UPI,Mumbai,459764,First,Organic Instagram,RTO
ORD-20251025-028338,CUST-0022140,10/25/2025,2-item cart,4418,3534,20.00%,Card,Mumbai,628548,Repeat,Meta,Delivered
ORD-20251025-028339,CUST-0000412,10/25/2025,2-item cart,3990,3348,16.10%,UPI,Chandigarh,717863,Repeat,Meta,RTO
ORD-20251025-028340,CUST-0017893,10/25/2025,Single item,4190,3176,24.20%,COD,Nagpur,595836,Repeat,Offline (Friends/Family),Delivered
ORD-20251025-028341,CUST-0021775,10/25/2025,2-item cart,3231,2434,24.70%,COD,Chandigarh,794916,Repeat,Influencer,Delivered
ORD-20251025-028342,CUST-0002905,10/25/2025,Single item,3209,2887,10.00%,UPI,Delhi,460054,First,Influencer,Delivered
ORD-20251025-028343,CUST-0022457,10/25/2025,Mixed Cart,4229,3131,26.00%,COD,Bengaluru,554141,Repeat,Email/SMS,Returned
ORD-20251025-028344,CUST-0025016,10/25/2025,2-item cart,4929,3967,19.50%,Card,Visakhapatnam,362101,First,Influencer,Delivered
ORD-20251025-028345,CUST-0021704,10/25/2025,Mixed Cart,4063,3056,24.80%,COD,Gurgaon,820649,Repeat,Offline (Friends/Family),Returned
ORD-20251025-028346,CUST-0022561,10/25/2025,Mixed Cart,3173,2699,14.90%,Card,Indore,675057,Repeat,Email/SMS,Delivered
ORD-20251025-028347,CUST-0001307,10/25/2025,2-item cart,3856,3373,12.50%,COD,Visakhapatnam,647932,First,Influencer,Delivered
ORD-20251025-028348,CUST-0019624,10/25/2025,2-item cart,4688,3825,18.40%,UPI,Kochi,375338,First,Meta,Delivered
ORD-20251025-028349,CUST-0020939,10/25/2025,Mixed Cart,3433,3070,10.60%,Card,Bengaluru,122710,Repeat,Influencer,RTO
ORD-20251026-028350,CUST-0025190,10/26/2025,2-item cart,3870,3477,10.20%,UPI,Gurgaon,416823,Repeat,Meta,Delivered
ORD-20251026-028351,CUST-0017656,10/26/2025,Mixed Cart,3461,2927,15.40%,UPI,Mumbai,833667,First,Google,Delivered
ORD-20251026-028352,CUST-0007518,10/26/2025,Single item,3101,2542,18.00%,COD,Bengaluru,512895,First,Instagram DM,Delivered
ORD-20251026-028353,CUST-0014181,10/26/2025,Single item,3641,3002,17.60%,UPI,Pune,411805,First,Meta,Delivered
ORD-20251026-028354,CUST-0007698,10/26/2025,Mixed Cart,4479,4030,10.00%,UPI,Bengaluru,562003,Repeat,Meta,Delivered
ORD-20251026-028355,CUST-0003335,10/26/2025,Mixed Cart,3547,2975,16.10%,Card,Rajkot,428339,Repeat,Meta,Delivered
ORD-20251026-028356,CUST-0023751,10/26/2025,Mixed Cart,3733,2853,23.60%,UPI,Mysuru,430480,Repeat,Meta,Delivered
ORD-20251026-028357,CUST-0021315,10/26/2025,Mixed Cart,3820,3259,14.70%,COD,Indore,435933,Repeat,Google,Delivered
ORD-20251026-028358,CUST-0017185,10/26/2025,Mixed Cart,4426,3254,26.50%,Card,Ludhiana,355291,Repeat,Meta,RTO
ORD-20251026-028359,CUST-0011500,10/26/2025,2-item cart,5441,3923,27.90%,COD,Jaipur,258336,Repeat,Influencer,Delivered
ORD-20251026-028360,CUST-0016344,10/26/2025,2-item cart,4082,3568,12.60%,UPI,Pune,444622,Repeat,Meta,Delivered
ORD-20251026-028361,CUST-0001823,10/26/2025,Single item,3674,3307,10.00%,UPI,Visakhapatnam,426692,Repeat,Meta,Delivered
ORD-20251026-028362,CUST-0024508,10/26/2025,Single item,3989,3314,16.90%,Wallet,Hyderabad,207798,Repeat,Influencer,Returned
ORD-20251026-028363,CUST-0021346,10/26/2025,2-item cart,3352,2707,19.30%,UPI,Kolkata,793727,Repeat,Meta,Delivered
ORD-20251026-028364,CUST-0016350,10/26/2025,Single item,3850,2922,24.10%,UPI,Pune,784846,Repeat,Meta,Delivered
ORD-20251026-028365,CUST-0019486,10/26/2025,Single item,3484,2737,21.40%,UPI,Bhopal,317936,Repeat,Instagram DM,Returned
ORD-20251026-028366,CUST-0001070,10/26/2025,2-item cart,4106,3197,22.10%,NetBanking,Bhopal,549900,Repeat,Meta,Delivered
ORD-20251026-028367,CUST-0012348,10/26/2025,Mixed Cart,3723,3183,14.50%,Card,Lucknow,586663,Repeat,Google,Delivered
ORD-20251026-028368,CUST-0014788,10/26/2025,Single item,4398,3678,16.40%,UPI,Chennai,432139,First,Meta,Delivered
ORD-20251026-028369,CUST-0020309,10/26/2025,2-item cart,4500,3150,30.00%,Card,Ludhiana,391218,Repeat,Meta,Returned
ORD-20251026-028370,CUST-0004148,10/26/2025,Mixed Cart,3853,3093,19.70%,NetBanking,Jaipur,626039,Repeat,Influencer,Delivered
ORD-20251026-028371,CUST-0014467,10/26/2025,Mixed Cart,3390,2769,18.30%,Wallet,Visakhapatnam,155640,Repeat,Instagram DM,Returned
ORD-20251026-028372,CUST-0025496,10/26/2025,2-item cart,3729,2664,28.60%,UPI,Ranchi,523601,Repeat,Influencer,Delivered
ORD-20251026-028373,CUST-0007395,10/26/2025,Single item,3465,2729,21.20%,Card,Surat,689496,Repeat,Offline (Friends/Family),Delivered
ORD-20251026-028374,CUST-0025660,10/26/2025,2-item cart,3866,3159,18.30%,COD,Bhopal,358685,Repeat,Offline (Friends/Family),Returned
ORD-20251026-028375,CUST-0025309,10/26/2025,2-item cart,4780,3929,17.80%,COD,Patna,310790,Repeat,Google,Delivered
ORD-20251026-028376,CUST-0018039,10/26/2025,Mixed Cart,5089,4028,20.90%,Card,Vadodara,546431,First,Meta,Delivered
ORD-20251026-028377,CUST-0021986,10/26/2025,Single item,3231,2672,17.30%,UPI,Hyderabad,331535,First,Meta,Delivered
ORD-20251026-028378,CUST-0004282,10/26/2025,2-item cart,3663,3049,16.80%,Card,Hyderabad,559776,Repeat,Google,RTO
ORD-20251026-028379,CUST-0011785,10/26/2025,Mixed Cart,3775,3326,11.90%,COD,Kanpur,157025,Repeat,Meta,Returned
ORD-20251026-028380,CUST-0017239,10/26/2025,Mixed Cart,3521,2824,19.80%,UPI,Chennai,658013,Repeat,Organic Instagram,Delivered
ORD-20251026-028381,CUST-0018287,10/26/2025,2-item cart,3198,2709,15.30%,UPI,Nagpur,583185,Repeat,Influencer,Delivered
ORD-20251026-028382,CUST-0015264,10/26/2025,2-item cart,4033,3455,14.30%,Card,Lucknow,357539,First,Meta,Delivered
ORD-20251026-028383,CUST-0016010,10/26/2025,Single item,4422,3538,20.00%,UPI,Jaipur,670477,Repeat,Influencer,Returned
ORD-20251026-028384,CUST-0016100,10/26/2025,Mixed Cart,3155,2839,10.00%,NetBanking,Visakhapatnam,778073,Repeat,Google,Returned
ORD-20251026-028385,CUST-0000304,10/26/2025,Single item,4709,3571,24.20%,Card,Coimbatore,169510,Repeat,Meta,Delivered
ORD-20251026-028386,CUST-0013604,10/26/2025,2-item cart,5267,4096,22.20%,Card,Noida,139137,Repeat,Meta,Returned
ORD-20251026-028387,CUST-0017295,10/26/2025,Mixed Cart,4458,3379,24.20%,UPI,Ahmedabad,632711,Repeat,Meta,Delivered
ORD-20251026-028388,CUST-0000166,10/26/2025,Single item,3867,3242,16.20%,Card,Delhi,704340,First,Meta,Delivered
ORD-20251026-028389,CUST-0015607,10/26/2025,2-item cart,3751,3229,13.90%,Card,Ahmedabad,398359,First,Offline (Friends/Family),Delivered
ORD-20251026-028390,CUST-0021149,10/26/2025,Single item,4881,3757,23.00%,Card,Rajkot,250330,Repeat,Meta,Delivered
ORD-20251026-028391,CUST-0015043,10/26/2025,Single item,5296,3948,25.40%,NetBanking,Noida,555403,First,Meta,Delivered
ORD-20251026-028392,CUST-0026966,10/26/2025,2-item cart,3936,3192,18.90%,Card,Bengaluru,832549,Repeat,Email/SMS,Delivered
ORD-20251026-028393,CUST-0011662,10/26/2025,Single item,3972,3002,24.40%,COD,Jaipur,164592,Repeat,Google,Delivered
ORD-20251026-028394,CUST-0003201,10/26/2025,2-item cart,4684,3647,22.10%,COD,Jaipur,694840,Repeat,Google,Delivered
ORD-20251026-028395,CUST-0018794,10/26/2025,2-item cart,4897,3813,22.10%,COD,Pune,621954,Repeat,Instagram DM,Delivered
ORD-20251027-028396,CUST-0004505,10/27/2025,Single item,4213,3339,20.70%,UPI,Kanpur,501665,Repeat,Email/SMS,Delivered
ORD-20251027-028397,CUST-0014685,10/27/2025,Single item,3908,3095,20.80%,Card,Chennai,217399,First,Google,Delivered
ORD-20251027-028398,CUST-0004209,10/27/2025,2-item cart,4990,3599,27.90%,Wallet,Jaipur,141623,First,Meta,Delivered
ORD-20251027-028399,CUST-0008403,10/27/2025,2-item cart,4113,2880,30.00%,Card,Mumbai,242287,Repeat,Email/SMS,Delivered
ORD-20251027-028400,CUST-0005481,10/27/2025,2-item cart,5293,4070,23.10%,UPI,Nagpur,697320,Repeat,Meta,Delivered
ORD-20251027-028401,CUST-0002488,10/27/2025,2-item cart,3478,3129,10.00%,Card,Lucknow,560236,First,Meta,Delivered
ORD-20251027-028402,CUST-0018161,10/27/2025,2-item cart,4113,3281,20.20%,Card,Hyderabad,607033,Repeat,Influencer,Returned
ORD-20251027-028403,CUST-0020822,10/27/2025,Single item,4198,3643,13.20%,Card,Indore,515663,First,Meta,Returned
ORD-20251027-028404,CUST-0001356,10/27/2025,Mixed Cart,2926,2476,15.40%,UPI,Ludhiana,517822,First,Google,Delivered
ORD-20251027-028405,CUST-0014399,10/27/2025,Single item,4518,3528,21.90%,UPI,Delhi,401464,Repeat,Google,Delivered
ORD-20251027-028406,CUST-0001079,10/27/2025,Mixed Cart,4655,4074,12.50%,Card,Noida,591504,First,Meta,Delivered
ORD-20251027-028407,CUST-0025459,10/27/2025,Single item,4811,3833,20.30%,UPI,Vadodara,478320,First,Email/SMS,Delivered
ORD-20251027-028408,CUST-0024151,10/27/2025,2-item cart,3404,2808,17.50%,Card,Ranchi,777699,First,Meta,Delivered
ORD-20251027-028409,CUST-0001050,10/27/2025,Single item,3610,2950,18.30%,UPI,Jaipur,815115,First,Google,Delivered
ORD-20251027-028410,CUST-0020299,10/27/2025,2-item cart,3239,2878,11.10%,UPI,Bengaluru,643555,First,Organic Instagram,RTO
ORD-20251027-028411,CUST-0006286,10/27/2025,Single item,4511,4033,10.60%,Card,Ludhiana,185040,Repeat,Meta,RTO
ORD-20251027-028412,CUST-0019959,10/27/2025,2-item cart,3276,2664,18.70%,COD,Delhi,519532,First,Meta,Delivered
ORD-20251027-028413,CUST-0004918,10/27/2025,Mixed Cart,4286,3405,20.60%,Card,Gurgaon,205739,Repeat,Influencer,Returned
ORD-20251027-028414,CUST-0008259,10/27/2025,Single item,4052,3613,10.80%,UPI,Mumbai,506366,First,Google,Delivered
ORD-20251027-028415,CUST-0024331,10/27/2025,Mixed Cart,4147,3289,20.70%,UPI,Patna,289955,Repeat,Meta,RTO
ORD-20251027-028416,CUST-0002600,10/27/2025,Single item,3195,2844,11.00%,Wallet,Pune,482463,Repeat,Meta,Returned
ORD-20251027-028417,CUST-0014932,10/27/2025,Single item,3898,3234,17.00%,COD,Delhi,703049,First,Meta,Delivered
ORD-20251027-028418,CUST-0019838,10/27/2025,Single item,4120,3418,17.00%,UPI,Coimbatore,633080,First,Instagram DM,Delivered
ORD-20251027-028419,CUST-0012449,10/27/2025,Single item,4541,4086,10.00%,COD,Lucknow,728644,First,Google,RTO
ORD-20251027-028420,CUST-0019413,10/27/2025,Mixed Cart,3706,3156,14.80%,COD,Hyderabad,202856,Repeat,Influencer,RTO
ORD-20251027-028421,CUST-0013964,10/27/2025,Single item,4563,3362,26.30%,UPI,Surat,147701,Repeat,Meta,Returned
ORD-20251027-028422,CUST-0006433,10/27/2025,Single item,5268,4207,20.10%,UPI,Hyderabad,785486,Repeat,Influencer,Delivered
ORD-20251027-028423,CUST-0014631,10/27/2025,2-item cart,3072,2512,18.20%,COD,Delhi,727329,Repeat,Meta,Delivered
ORD-20251027-028424,CUST-0014240,10/27/2025,Mixed Cart,4627,3538,23.50%,Card,Chennai,614683,Repeat,Meta,Delivered
ORD-20251027-028425,CUST-0010111,10/27/2025,Single item,4954,3808,23.10%,Card,Mumbai,775195,Repeat,Influencer,Delivered
ORD-20251027-028426,CUST-0009251,10/27/2025,2-item cart,3728,3355,10.00%,UPI,Vadodara,438553,First,Google,Delivered
ORD-20251027-028427,CUST-0014960,10/27/2025,Single item,3753,2949,21.40%,Card,Ahmedabad,110212,Repeat,Organic Instagram,Returned
ORD-20251027-028428,CUST-0012565,10/27/2025,Mixed Cart,3868,2908,24.80%,UPI,Chennai,406077,First,Meta,Delivered
ORD-20251027-028429,CUST-0004914,10/27/2025,2-item cart,3763,3387,10.00%,COD,Ludhiana,510599,Repeat,Meta,Returned
ORD-20251027-028430,CUST-0016987,10/27/2025,Mixed Cart,4163,3456,17.00%,UPI,Kolkata,184672,First,Meta,Delivered
ORD-20251027-028431,CUST-0011711,10/27/2025,Single item,3610,3232,10.50%,Card,Noida,125782,First,Meta,Delivered
ORD-20251027-028432,CUST-0009573,10/27/2025,Single item,4263,3544,16.90%,UPI,Ludhiana,528989,First,Influencer,Returned
ORD-20251027-028433,CUST-0000590,10/27/2025,Single item,3677,3133,14.80%,COD,Mumbai,326566,First,Meta,Returned
ORD-20251027-028434,CUST-0007561,10/27/2025,Mixed Cart,5116,3887,24.00%,UPI,Mumbai,217096,Repeat,Google,Delivered
ORD-20251027-028435,CUST-0015987,10/27/2025,Single item,4978,3667,26.30%,NetBanking,Delhi,770095,Repeat,Instagram DM,Delivered
ORD-20251027-028436,CUST-0022185,10/27/2025,2-item cart,3790,3116,17.80%,UPI,Chennai,174636,Repeat,Instagram DM,RTO
ORD-20251027-028437,CUST-0004551,10/27/2025,Mixed Cart,3217,2896,10.00%,NetBanking,Ahmedabad,225267,Repeat,Organic Instagram,Returned
ORD-20251027-028438,CUST-0012450,10/27/2025,2-item cart,3027,2725,10.00%,COD,Delhi,556407,Repeat,Offline (Friends/Family),Delivered
ORD-20251027-028439,CUST-0003245,10/27/2025,Single item,3390,2635,22.30%,NetBanking,Ranchi,164541,Repeat,Meta,Delivered
ORD-20251027-028440,CUST-0021687,10/27/2025,Single item,3173,2646,16.60%,UPI,Delhi,116123,Repeat,Meta,Returned
ORD-20251027-028441,CUST-0008921,10/27/2025,Single item,3734,3361,10.00%,UPI,Vadodara,769804,Repeat,Meta,Delivered
ORD-20251027-028442,CUST-0023126,10/27/2025,Mixed Cart,4444,3700,16.80%,UPI,Lucknow,686613,Repeat,Meta,Delivered
ORD-20251028-028443,CUST-0006098,10/28/2025,2-item cart,3578,2710,24.30%,COD,Pune,251134,First,Email/SMS,Returned
ORD-20251028-028444,CUST-0024970,10/28/2025,2-item cart,4536,3374,25.60%,NetBanking,Hyderabad,645226,Repeat,Meta,Delivered
ORD-20251028-028445,CUST-0014511,10/28/2025,Single item,4344,3226,25.80%,Card,Bhubaneswar,456808,Repeat,Google,RTO
ORD-20251028-028446,CUST-0025815,10/28/2025,2-item cart,2802,2348,16.20%,COD,Pune,187758,Repeat,Google,Delivered
ORD-20251028-028447,CUST-0010076,10/28/2025,Mixed Cart,3321,2758,17.00%,Card,Gurgaon,689341,First,Meta,Delivered
ORD-20251028-028448,CUST-0006630,10/28/2025,Single item,4843,4168,13.90%,UPI,Kochi,164642,Repeat,Meta,RTO
ORD-20251028-028449,CUST-0019825,10/28/2025,2-item cart,3855,3144,18.40%,UPI,Lucknow,317772,Repeat,Influencer,Delivered
ORD-20251028-028450,CUST-0021539,10/28/2025,Mixed Cart,3266,2683,17.80%,UPI,Kanpur,127261,Repeat,Meta,Delivered
ORD-20251028-028451,CUST-0016286,10/28/2025,2-item cart,4754,3630,23.60%,UPI,Hyderabad,722152,Repeat,Google,Delivered
ORD-20251028-028452,CUST-0016963,10/28/2025,2-item cart,3858,3071,20.40%,UPI,Kolkata,577650,First,Instagram DM,Delivered
ORD-20251028-028453,CUST-0010279,10/28/2025,2-item cart,3048,2729,10.50%,COD,Delhi,214778,Repeat,Google,RTO
ORD-20251028-028454,CUST-0025738,10/28/2025,Mixed Cart,4387,3434,21.70%,UPI,Delhi,785563,Repeat,Meta,Delivered
ORD-20251028-028455,CUST-0001128,10/28/2025,2-item cart,3112,2543,18.30%,Card,Pune,595119,Repeat,Google,Returned
